532,660
630,689
584,761
625,829
724,886
781,820
715,803
737,731
831,717
807,650
879,557
936,590
903,708
967,712
1007,772
885,826
845,876
872,961
930,921
931,1007
992,978
1039,1036
1078,1099
1125,1020
1092,964
1039,908
1068,843
1161,902
1193,999
1259,937
1339,920
1393,965
1412,1029
1322,1025
1338,1144
1424,1173
1491,1182
1466,1278
1376,1252
1286,1289
1368,1367
1237,1438
1210,1839
1167,1560
1170,1420
1213,1368
1148,1345
1079,1285
1211,1266
1168,1210
1228,1179
1276,1124
1225,1081
1167,1111
1118,1162
1060,1194
1004,1150
901,1117
825,1043
744,985
685,1031
632,969
544,927
444,994
415,1095
420,1202
392,1289
335,1256
321,1191
341,1104
365,1017
337,907
417,909
466,859
534,806
498,728
