978,682
710,1441
780,1493
820,1565
764,1621
864,1623
896,1552
870,1493
803,1417
885,1380
957,1393
1001,1469
1077,1386
1124,1437
1195,1454
1253,1502
1330,1500
1483,1603
1392,1476
1297,1434
1241,1390
1316,1279
1216,1289
1148,1225
1050,1243
980,1244
1066,1157
1221,1164
1269,1112
1176,1094
1112,1043
1224,1042
1293,1001
1366,978
1410,928
1460,820
1546,800
1549,723
1445,718
1375,809
1290,831
1311,924
1240,937
1142,938
1080,958
1017,881
1120,851
1182,868
1179,787
1095,788
1014,748
978,806
930,763
875,697
793,617
647,559
871,584
939,604
1023,584
1059,513
1158,491
1136,565
1127,641
1075,684
1173,710
1261,735
1324,764
1368,690
1304,654
1221,634
1253,548
1277,480
1268,416
1356,345
1375,419
1352,510
924,1295
