214,1582
332,1576
370,1138
338,1044
398,1008
375,944
307,951
324,820
404,832
519,793
648,762
760,733
853,691
923,604
952,667
1019,703
1068,789
1109,722
1082,656
1021,607
1082,573
1148,646
1206,612
1161,546
1193,461
1217,313
1261,256
1343,271
1378,347
1304,399
1259,476
1305,664
1293,765
1216,776
1256,863
1249,965
1272,1036
1326,1102
1389,1085
1349,1007
1425,1014
1516,1004
1611,974
1664,936
1690,1024
1644,1087
1496,1099
1470,1194
1387,1222
1349,1312
1269,1408
1184,1429
1099,1425
1037,1449
892,1582
924,1522
977,1392
1051,1338
1041,1232
1094,1160
1163,1184
1135,1281
1205,1321
1222,1234
1265,1165
1217,1112
1195,1021
1124,1067
1022,1012
1113,909
1035,916
956,940
940,870
867,864
787,811
718,788
655,826
571,832
490,884
459,954
446,1068
1565,1087
1370,1428
