679,784
598,848
543,813
474,856
535,898
569,980
627,1042
676,1090
705,1155
734,1234
750,1341
732,1403
664,1441
652,1564
715,1485
796,1394
868,1417
971,1440
1013,1370
1067,1408
1066,1334
1090,1264
1158,1261
1167,1343
1209,1408
1268,1452
1301,1534
1382,1622
1413,1558
1428,1472
1355,1499
1322,1414
1282,1353
1242,1281
1312,1281
1370,1322
1384,1237
1322,1185
1199,1190
1196,1119
1233,1042
1344,1076
1410,1006
1430,932
1511,942
1553,875
1487,854
1486,783
1373,887
1354,956
1297,915
1233,910
1204,976
1144,952
1125,1034
1054,1092
1114,1120
1069,1187
1011,1146
933,1181
978,1241
946,1308
857,1335
886,1259
846,1203
816,1135
840,1057
903,1093
965,1070
983,996
905,977
820,991
763,1029
747,956
739,865
812,829
892,875
980,880
1064,880
955,805
943,454
912,360
1692,795
