780,1581
773,1446
768,1325
693,1261
575,1282
630,1215
575,1115
663,1092
609,1013
530,1031
526,946
532,866
612,824
621,750
702,776
749,834
778,762
763,697
852,787
864,865
931,868
910,941
981,1004
1003,915
1056,824
1070,759
974,788
904,718
983,676
1040,619
1099,645
1166,712
1166,646
1256,594
1373,629
1403,694
1272,823
1335,837
1400,858
1453,894
1529,832
1608,772
1632,859
1701,899
1653,975
1713,1009
1664,1062
1709,1143
1602,1131
1581,1018
1432,988
1378,928
1305,962
1200,888
1161,818
1120,889
1157,945
1213,998
1243,1092
1138,1110
1160,1045
1075,997
1024,1055
1027,1152
948,1086
871,1100
855,1017
785,1000
802,928
739,912
668,947
710,1010
736,1084
776,1164
889,1254
831,1303
869,1366
1489,1031
1565,714
