592,1016
518,1121
577,1188
523,1350
604,1299
675,1289
722,1214
753,1320
877,1341
847,1275
791,1196
864,1140
942,1067
1014,1015
1052,1069
976,1171
934,1257
998,1265
1078,1265
1156,1281
1298,1372
1204,1155
1134,1187
1148,1108
1196,1052
1101,1006
1146,936
1072,928
1012,872
946,923
890,966
830,1020
766,978
748,883
752,795
818,806
866,862
936,818
997,773
1065,796
1110,854
1191,825
1228,885
1222,962
1293,926
1311,837
1444,775
1370,754
1297,740
1221,755
1129,727
1107,662
1068,576
923,371
972,464
1000,561
1026,649
974,694
878,747
824,699
738,593
721,702
691,760
622,758
639,895
1359,984
641,1182
