1600,386
1488,301
1126,575
1053,531
981,536
969,658
989,724
1051,675
1169,748
1158,670
1224,665
1307,763
1225,803
1211,870
1116,881
1116,815
1049,821
975,807
991,887
927,877
895,810
843,765
914,722
875,662
898,601
832,583
793,651
759,710
759,802
671,719
628,795
695,861
612,905
546,841
487,896
464,963
538,991
544,1062
616,1073
586,1135
515,1175
576,1200
553,1265
632,1311
680,1372
739,1402
792,1361
876,1366
789,1266
866,1262
887,1177
973,1197
952,1116
882,1061
923,976
1001,960
1025,1046
1088,1011
1160,958
1226,987
1275,930
1348,934
1338,835
1404,880
1438,823
1489,885
1532,936
1451,973
1515,1017
1587,1132
1723,1168
1652,1086
1705,998
1600,993
1610,905
1674,855
1179,1063
