427,817
712,723
780,664
709,649
739,579
721,482
873,562
843,651
910,684
951,737
984,646
1061,622
1136,668
1292,599
1295,674
1234,725
1301,763
1356,797
1416,756
1508,748
1383,957
1305,988
1240,949
1311,879
1230,794
1166,802
1130,859
1100,802
1052,729
1015,814
1030,884
1033,987
1073,1060
1120,983
1174,1019
1152,1087
1117,1169
1034,1266
1102,1338
1138,1269
1200,1194
1268,1157
1278,1072
1387,1161
1331,1219
1267,1254
1351,1315
1304,1360
1215,1358
1258,1484
1150,1459
1126,1527
1232,1621
1242,1711
1147,1639
1033,1733
1059,1630
1055,1552
977,1516
921,1559
962,1635
880,1646
792,1666
845,1591
832,1526
765,1484
770,1404
826,1440
910,1466
916,1392
850,1379
873,1318
808,1319
748,1122
925,1199
1011,1196
1001,1128
967,1069
904,1014
838,990
807,930
921,924
948,863
899,794
814,784
827,853
747,878
692,821
616,836
530,833
811,1741
1422,879
