834,1768
983,1610
1319,1656
1295,1438
1317,1305
1272,1249
1321,1179
1355,1240
1433,1216
1468,1100
1555,1104
1616,1053
1654,963
1643,888
1572,913
1571,815
1494,833
1473,752
1385,803
1327,742
1327,676
1238,626
1150,763
1134,690
1014,638
928,642
962,570
888,507
985,486
1140,498
1236,484
1199,395
1132,416
1055,378
985,374
899,305
881,404
767,405
685,404
711,497
725,571
800,528
833,594
843,696
741,670
715,765
661,838
817,794
917,780
1006,769
1039,926
1120,900
1193,846
1246,885
1316,842
1341,914
1426,960
1477,921
1537,999
1465,1027
1390,1016
1382,1086
1295,1078
1304,1004
1240,996
1146,995
1164,1086
1200,1230
