648,661
710,745
788,710
835,644
903,688
900,811
845,777
816,845
832,935
886,900
913,969
838,1026
732,1047
679,1090
724,1157
789,1131
801,1235
694,1228
728,1319
791,1378
790,1538
850,1506
881,1420
854,1360
919,1344
978,1379
1036,1347
1080,1407
1075,1471
1133,1368
1199,1361
1279,1362
1241,1285
1313,1270
1389,1229
1270,1160
1324,1096
1354,1016
1462,1040
1468,949
1535,906
1542,840
1478,859
1435,798
1394,869
1400,937
1331,899
1279,959
1232,1048
1170,1025
1193,943
1110,958
1072,1042
1098,1107
1034,1150
1112,1192
1171,1251
1113,1291
1046,1266
979,1284
973,1216
913,1252
887,1190
866,1113
945,1132
1005,1026
1013,954
977,868
1070,875
1135,823
1207,840
1300,833
1344,782
1372,696
1307,680
1242,600
1281,743
1213,755
1152,706
1062,741
985,708
1015,614
923,605
907,500
828,506
806,575
740,542
664,524
733,641
1356,1338
